Comment,cleaned_comment,Sentiment
"Seems like all I see online (including this comment section, jeeze) is hate for this thing and frankly most EVs... But I think it's cool and innovative. Obviously not for everyone and that's ok, no car is for everyone. I had the pleasure of being taken for a short joy ride in one by a friend of mine who works for Tesla, and holy crap it was cool 😎","seems, like, see, online, including, comment, section, jeeze, hate, thing, frankly, ev, think, cool, innovative, obviously, everyone, thats, ok, car, everyone, pleasure, taken, short, joy, ride, one, friend, mine, work, tesla, holy, crap, cool",Positive
This aged like milk. Can we still trust any of your reviews ? Are you just a paid shill for terrible and dysfunctional products ?,"aged, like, milk, still, trust, review, paid, shill, terrible, dysfunctional, product",Positive
Thought you were going to say the accelerator pedal at the beginning.,"thought, going, say, accelerator, pedal, beginning",Positive
Wait is that Fall Out Boy at 3:46 ?,"wait, fall, boy",Positive
"It's possible to be iconic and mass-produced. The Mini, the VW Golf, even the F150 are all iconic.","possible, iconic, massproduced, mini, vw, golf, even, f, iconic",Positive
"After all these years of getting calls from people asking if my refrigerator is running... 

Yes, yes it's running and it's quick AF down the 1/4mi ;)","year, getting, call, people, asking, refrigerator, running, yes, yes, running, quick, af, mi",Positive
"Should retitle this ""Already Recalled""","retitle, already, recalled",Positive
Like if you bought this amazing truck,"like, bought, amazing, truck",Positive
"Ok, but i will wait for a NotJustBikes review on the Cybertruck.","ok, wait, notjustbikes, review, cybertruck",Positive
"Idk Mk there's a lot of things that you left out of this review or at least could have mentioned that make it feel like you were intentionally going soft of Tesla for one reason or another:
1. The stainless steel panels rust very easily (anything from dead bugs to bird droppings can lead to rusting) and the panels will start to change colour if exposed to water whilst in the sun (something like the second CT at 26:01).
2. To avoid the rusting problem Tesla charges 5k to put a protective coating on the panels which they should have put on it in the first place
3. The panels are not fucking bulletproof
4. Drag racing it is pretty dumb if you are not going to be towing stuff either. One could argue that the people who buy the CT are more likely to tow something than ever be in any form of race with it.
5. For a truck it has a very tiny bay, no bigger than the average Suzuki light truck, this is a very important bit of information considering how that bay size dictates how much you can potentially carry. You didn't at all dwell on this part and only briefly touched on it by saying you and your crew use it to move your equipment but exactly how much equipment was that bro? Surely you caould have taken 2 or 3 minutes to just show how many grocery bags or suitcases can fit in the bay and taken 2 or 3 less minutes glazing the ""iconic design"" 
6. For health and safety reasons it is entirely irresponsible to not accurately communicate how much of a bruising and cutting hazard the sharp steel edges of the doors actually are, I have seen videos of carrots getting sliced and chopped against the edges of the door, they're like fucking katanas 😂.
Anyway, I hope in a year or so we can get a more well rounded review from you tackling the issues I've just highlighted, especially number 6 because if anyone who owns a toddler has designs on buying this dumb truck, they should at least know that it comes with the possibility of leaving their toddler devoid of a finger or two.","idk, mk, there, lot, thing, left, review, least, could, mentioned, make, feel, like, intentionally, going, soft, tesla, one, reason, another, stainless, steel, panel, rust, easily, anything, dead, bug, bird, droppings, lead, rusting, panel, start, change, colour, exposed, water, whilst, sun, something, like, second, ct, avoid, rusting, problem, tesla, charge, k, put, protective, coating, panel, put, first, place, panel, fucking, bulletproof, drag, racing, pretty, dumb, going, towing, stuff, either, one, could, argue, people, buy, ct, likely, tow, something, ever, form, race, truck, tiny, bay, bigger, average, suzuki, light, truck, important, bit, information, considering, bay, size, dictate, much, potentially, carry, didnt, dwell, part, briefly, touched, saying, crew, use, move, equipment, exactly, much, equipment, bro, surely, caould, taken, minute, show, many, grocery, bag, suitcase, fit, bay, taken, le, minute, glazing, iconic, design, health, safety, reason, entirely, irresponsible, accurately, communicate, much, bruising, cutting, hazard, sharp, steel, edge, door, actually, seen, video, carrot, getting, sliced, chopped, edge, door, theyre, like, fucking, katanas, anyway, hope, year, get, well, rounded, review, tackling, issue, ive, highlighted, especially, number, anyone, owns, toddler, design, buying, dumb, truck, least, know, come, possibility, leaving, toddler, devoid, finger, two",Positive
Its hideous Its just hyped BS,"hideous, hyped, b",Positive
"I'll be the next cyclist giving you a thumbs down. This truck and others in its class further endanger pedestrians and cyclists, all for ""the design."" It's disappointing seeing someone I look up to praise a trend like this.","ill, next, cyclist, giving, thumb, truck, others, class, endanger, pedestrian, cyclist, design, disappointing, seeing, someone, look, praise, trend, like",Positive
"It is iconic, in that it's a marketing gimmick. Unmistakable look that's very eye-catching. To me it honestly just looks like free advertising on four wheels.

But good on them for releasing a concept car into the wild, I'd like to see that more often.","iconic, marketing, gimmick, unmistakable, look, thats, eyecatching, honestly, look, like, free, advertising, four, wheel, good, releasing, concept, car, wild, id, like, see, often",Positive
I replayed that intro way too many times. Felt like I was watching an NFS cinematic,"replayed, intro, way, many, time, felt, like, watching, nfs, cinematic",Positive
Already an iconic meme legend..,"already, iconic, meme, legend",Positive
"Iconic they are already on the recall list, iconic more like ironic.","iconic, already, recall, list, iconic, like, ironic",Positive
Sustainability?,sustainability,Positive
I love when you comment on how finger-printy something is. Such a 1st world non-issue to come from years of reviewing cell phones.,"love, comment, fingerprinty, something, st, world, nonissue, come, year, reviewing, cell, phone",Positive
😂 I thought you were about to pull an AR out of the trunk. 🤣,"thought, pull, ar, trunk",Positive
"A YouTuber complaining that they get talked to by strangers. Sure. I think most people would welcome the attention.

Edit: Sry. Not complaining. Mkbhd is too good a dude to do that (publicly?).","youtuber, complaining, get, talked, stranger, sure, think, people, would, welcome, attention, edit, sry, complaining, mkbhd, good, dude, publicly",Positive
"if I had a Cybertrk, first thing I'd do is take it to a shop to have it wrapped in that bedliner shit lmao","cybertrk, first, thing, id, take, shop, wrapped, bedliner, shit, lmao",Positive
Im pretty sure the most dangerous thing is the faulty accelerator pedal,"im, pretty, sure, dangerous, thing, faulty, accelerator, pedal",Positive
You are not a car reviewer.  Stick with phones.,"car, reviewer, stick, phone",Positive
